time,source,target,relationship
2024-11-14 08:00:00+00:00,1241399446335633302,ID5*pzB9vZ-0P9XLtvra6xcqttp-_B-pKiXHrn9UQupZ_AbYVMzjyUwQ74sHcSGw3DJ3,Household-User
2024-11-14 08:00:00+00:00,1241399446335633302,ID5*i5fcvC3T2soJEV4FnN5baSkYIo7svFFDZuUjzF-g46zYVEDvIYQTtI0iUPY-LGLk,Household-User
2024-11-14 08:00:00+00:00,1241399446335633302,ID5*bHF248o1cJXu9_RaezjxNs7-iNELWvscgQOJk7hGSfPYVA7JgEox7KRwVJqC-tVv,Household-User
2024-11-14 08:00:00+00:00,1241399446335633302,ID5*BxjajuBYdrNs7lPEV9JxwXX3FdWBHObsQCjzQvjxTQfSrlYUoii-vO4PqqCJQLsK,Household-User
2024-11-14 08:00:00+00:00,1241399446335633302,ID5*x4uayiDLNvesfROAl0ExhbVkVZFBj6aogLuzBjhiDUPFpds-Sgv-HMaNQny062Ig,Household-User
2024-11-13 10:00:00+00:00,-2517650298301855984,ID5*E3IfP0rYo2KH1JOtTlLbLG96dB0CM_trP5m5Tu8a82LYVDRru47pR5jqE9f2MlyG,Household-User
2024-11-13 10:00:00+00:00,-2517650298301855984,ID5*57Uo_74flKJzE6RtupXs7Ju9Q9329Myry16OjhvdxKLYpwx906GPbr4hunuWgsr0,Household-User
2024-11-13 09:00:00+00:00,-6060491855599186806,ID5*gBAHlPvO4PQWJoNfiUK6Qevq4ck4dXLCypAosq00AcDYVBA6k2DVVUxvAMpEf8ib,Household-User
2024-11-14 08:00:00+00:00,2353129013450045728,ID5*gEZKoGc0FGk84MwF_wgTWoDMvQI_GByAWrfujM-FivLT8u6izhe19Hq3KBA5DOMt,Household-User
2024-11-14 08:00:00+00:00,2353129013450045728,ID5*gstuC2W5MMI-beiu_YU38YJBmak9lTgrWDrKJ80IrlnYVPUpzZd0j4Y39SmJyo2V,Household-User
2024-11-14 09:00:00+00:00,-1291320953897890343,ID5*vCi6jNRdL1_0nmVYvwZk9YNp1l44zWJgqzs80IqILtnYpwjN7M4d1V4OlEnggICy,Household-User
2024-11-15 04:00:00+00:00,2351878536587367167,ID5*H3lVzGkBsET_ptAJT0V4fffBgg7vh3L7mVZ2eBuqAeHYpy4d_XGsPdgMWFO_RR3Z,Household-User
2024-11-15 04:00:00+00:00,2351878536587367167,ID5*2B4Y8q5m_Xo4wZ03iCI1QzCmzzAo4D_FXjE7RtzNTN_W_V0ns1EMwbzm94ROy5Yc,Household-User
2024-11-15 04:00:00+00:00,2351878536587367167,ID5*KQoYSV9y_cHJ1Z2MeTY1-MGyz4vZ9D9-ryU7_S3ZTGTYpzOHDEXsDW1-NKEiawDW,Household-User
